,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
control20,2.5870502,-0.3970753,0.00063430844,-0.3491275,-0.47957164,-1.1295129,-0.7304649,-0.34260908,-0.5106202,-1.3293097,0.95480096,0.14582637,-0.17334242,-0.03903851,0.24602124,1.0989252,-0.38608244,0.13439874,0.027522098,-1.7190151,-0.5359041,1.1215087,0.7190686,0.53219193,0.43568727,-1.1214827,0.37244362,-1.014281,-1.3955361,-0.27847773,-0.21150948,0.69797885,0.026379306,0.62802994,-1.2238383,0.21879146,0.34990168,-0.09801453,-0.62501425,0.47119987,1.0882105,-0.75239146,1.4090916,-0.5609721,-1.4093012,1.2045141,-1.442076,0.06241725,-0.9981069,-0.4030363,-0.1281816,-0.71109074,0.45376953,1.0020082,-0.3821471,0.0077453433,-1.1775657,1.5604793,0.5869027,0.4501341,-0.8702269,-0.10664632,0.52912456,0.8707973,-1.6397766,-0.51460874,0.7501799,0.24802145,0.81229925,0.7492732,0.7801795,-0.7699451,1.3864166,-1.0609344,-0.30816433
sujet01_neg,1.5971563,0.49693978,-0.34326917,-0.13955103,0.47613886,-0.4897247,-0.4987044,-0.1642135,-0.6569978,-1.5542909,0.85960495,-0.9321363,-0.50738657,0.07100111,-0.40672976,1.1568222,-0.36591175,0.6445878,-0.34703442,-0.56244516,-0.42982906,0.48210832,1.2785856,0.25602633,0.617316,-1.6379371,-0.1301772,0.2193006,-1.4177828,-0.61965615,-0.73765504,0.6395101,0.61093974,0.83926636,-0.266411,-0.20194331,0.02471377,-0.96341527,-1.2133787,0.19734336,0.7456491,-0.31655306,0.004557148,-0.524516,-2.2516189,1.5852625,-1.9233521,0.11609581,-0.8906973,0.0681465,-0.23764399,-1.1357148,0.58909917,0.7915078,-0.47386518,-0.042475503,0.5505967,0.851179,-0.46162912,1.0860565,-1.0287231,-0.059219796,0.26886696,0.41973135,-1.4442115,-0.5079031,-0.3677043,0.1659299,1.0634005,1.0945756,0.033223152,0.7035666,1.3662323,-0.99955535,0.22404012
sujet02_pos,2.874268,-0.52378833,0.02447259,-1.4821962,-0.38090727,-1.0418074,-0.27013078,-0.34908602,0.3843783,-0.19129828,0.7446643,0.05749333,0.18254685,0.013273269,-0.4609175,1.9202958,0.103489354,0.16601542,-0.2922071,-0.11172435,-0.35880747,1.0446287,0.67695165,0.6759337,0.40568465,-0.9459651,0.5574448,0.017234711,-1.1847978,-1.232821,-0.24879473,0.6172488,1.5518687,0.1426783,-0.8873313,0.08146295,-0.20471174,-0.056185305,-0.7009781,0.84297943,1.329999,-0.28313518,0.46680075,-0.14257324,-2.159245,1.8027827,-1.4069341,-0.07282993,-0.023878573,-1.5787786,-0.7168157,-2.0616753,0.6978862,0.92783797,-0.12148906,-0.2730269,-0.3730288,1.4947163,0.14062832,1.2202682,-0.6476713,-0.13660242,0.16178699,1.2017589,-0.8608904,-0.5001028,-0.59337115,0.9732963,0.46263266,0.6415455,0.14797744,0.1939365,0.6469921,-1.3761407,0.90673935
sujet03_neg,2.777983,-0.84258175,-0.3492407,-0.08360212,-0.5017677,-1.276165,-0.28536204,-0.21056679,-0.15083785,-1.0785716,-0.09936732,0.25492296,-0.17321311,-0.42551565,-0.7158676,0.10624649,-0.085954905,0.27459764,-0.5006834,0.14757338,0.14308172,0.36116782,0.43741018,0.41695976,0.8390719,-1.3879514,0.76463276,-0.03711358,-1.4562904,-0.9155054,-0.053237297,0.3402191,1.3577907,0.13789164,-0.5781275,0.19913018,-0.21061139,-0.76118785,-1.2685885,0.93725413,1.5341156,-0.73225856,0.25595307,-0.8095864,-1.8832796,1.6919813,-1.7935439,0.642105,-1.2090007,-0.454188,-0.2704623,-0.99889,0.5300003,0.51715887,-0.54419494,0.05723374,0.051974926,0.99848884,-0.7457714,0.78745955,0.0071889074,0.64551,0.79364574,0.46586204,-0.19714755,0.1099374,-0.37763014,0.32022122,1.8055204,0.9641684,0.09496385,-0.11963881,0.60962975,-0.8778786,-0.006593617
sujet03_pos,2.7920744,-0.51837295,0.2002384,-0.07988664,0.71440005,-1.214147,-0.6623097,-0.42683825,-0.11049744,-0.43773168,0.47812814,-0.09795639,-0.6292023,-0.25445414,-0.15870112,0.94901806,-0.19043374,0.83284837,-0.39571652,-1.1971378,0.05502974,0.4713999,0.82019997,0.8898494,0.23831414,-1.6339831,0.19095558,-0.27133802,-1.3461814,-0.6828603,-0.26204848,0.86716866,1.319892,-0.2353084,-1.2123842,-0.2671578,0.05281554,-0.9490325,-0.560499,0.62099624,1.9877954,-0.36495817,0.8674416,-0.701425,-1.0648898,1.1432296,-1.066411,-0.21273454,-1.1405785,-0.895475,-0.232177,-1.146057,0.6782418,0.69060844,-1.6619267,-0.07820755,-0.3753727,1.3627372,-0.37077492,0.6223809,-0.83810943,-0.22811742,0.40496966,1.3387787,-1.4307725,-0.65598714,-0.38257852,0.71054655,1.3647801,0.9837247,1.1360317,-0.42475498,1.1902201,-0.41877943,0.30762073
sujet04_pos,2.8320873,-0.7203344,0.5172999,-0.3551789,-0.39144096,-1.4075035,-0.22381945,0.60093373,-0.56714225,-1.0892923,0.56561184,0.67386377,-0.085035555,-0.28002578,-0.50699264,1.4658293,-0.28495717,-0.09430958,-0.29389247,-1.0288277,0.44560385,0.10956225,0.5884079,0.9597892,1.162585,-1.3905284,0.9801787,-0.33934298,-0.81280786,-1.1673907,-0.6235262,0.45268542,0.3399435,0.46428534,-1.5461851,-0.13905862,-0.5929136,-0.38420564,-0.80039316,1.246232,0.46718854,-0.74605983,1.1893085,-1.0139053,-1.2955383,1.0151817,-1.9765642,-0.4565784,-1.3690131,-0.89508516,-0.23574829,-1.0719807,0.98004764,0.47649464,-0.7140718,-0.25464487,-0.7158681,1.2134653,0.84605145,0.67146695,-0.81266755,-1.5916746,0.17300917,-0.06536132,-1.0386509,-0.39277986,-0.18244126,0.22498111,1.489898,0.26799366,-0.45543838,0.34641364,0.872539,-0.19749174,0.2889106
sujet05_pos,2.2300923,-0.049339913,0.40858507,-0.29420745,0.17141591,-0.56407803,-0.5311632,-0.25669998,-0.15856794,-0.9459738,0.57119435,-0.63877815,-0.30888015,0.6275435,0.14458492,0.8444008,0.06426929,0.08440273,-0.3886312,-0.34669408,-0.89604324,1.3777814,0.66738975,1.2297075,0.6739429,-1.0131671,0.7022864,-0.44609138,-1.2282344,-0.3036563,-0.2810502,1.1449043,0.7360855,0.28595734,-1.457361,-0.29460377,-0.01683475,-0.51822954,-1.3010571,0.72591895,1.6701597,-1.0133693,1.5849999,-0.35950187,-1.5371708,2.1957147,-1.5279564,-0.7588011,-1.5963688,-1.2764403,-0.71234006,-1.2437521,0.77026963,0.7809951,-0.60747296,-0.28935987,-1.0920746,1.262413,0.23177937,1.0959034,-1.863963,-0.17783631,0.22434829,0.60822684,-1.3121635,-0.5903943,-0.61099094,-0.1658894,0.6754768,0.4573701,0.24583706,0.054879807,0.8687534,-0.14609863,0.30551597
sujet06_pos,2.7268822,-0.5139791,-0.26071498,-0.20899521,-0.32788846,-0.6722365,-0.28665063,-0.6791227,-0.56692266,-0.9237438,-0.18899849,0.18707769,-0.44491467,-0.17009687,-0.27111277,1.3536707,0.1448898,0.9037514,-0.48494342,-0.17739177,0.32133335,0.44247127,0.49585307,1.0280826,0.81451154,-1.1678857,1.4178188,0.112422794,-1.4165171,-0.933816,-0.9633522,0.66904604,1.3838799,-0.061719824,-0.414829,0.14421904,-0.15643945,-0.28977913,-1.4898998,0.6039364,1.5382224,-0.035485514,1.0502466,-0.582989,-1.340196,1.3149015,-0.2278119,0.12041898,-0.83193535,-0.27059433,-0.038073197,-2.4677231,1.0353439,0.5082334,-1.6522758,-0.2052714,-0.2681116,1.3053948,0.3663112,1.3525233,-0.9206364,0.295948,0.44367877,0.8922728,-1.1156354,-0.15981895,-0.09092125,0.9027908,0.93225294,-0.10579948,0.566897,0.044791974,1.2212995,-0.41285318,0.2994748
sujet07_neg,2.4025662,-0.6548126,0.38032606,-0.15065317,-0.7691285,-0.631181,-0.10861157,-0.3386351,-0.3403877,-0.41341314,0.2525085,-0.010849416,0.07419488,0.15879387,-0.46223515,1.4658879,-0.25928524,-0.093085654,-0.18891785,-1.2258192,-0.08708346,-0.046630755,0.51365894,0.8068033,0.53108567,-0.86708754,0.8449707,-0.43668583,-1.1331644,-0.4898719,-0.0035186568,0.36697623,0.40343285,-0.14857589,-0.5895706,-0.13073505,-0.113952085,-0.668177,-0.81108,0.9884799,1.2263632,-1.1169885,0.7216999,0.022672437,-1.598432,0.98223644,-1.4987818,-0.14998178,-0.643901,-0.96376395,-0.56785786,-1.393817,0.8324229,0.061448272,-0.5645677,-0.3183738,-0.9463655,0.675928,0.25586662,1.2856166,0.13330834,-0.7693214,0.018719183,0.7219295,-0.4540104,0.3723674,0.07718703,1.1080916,1.1461161,0.7985693,0.09702334,-0.5124056,1.0219157,0.08949686,0.26453808
sujet07_pos,2.6497421,-0.99344707,0.06717,-0.8008197,-0.055166993,-0.662885,-0.15028901,-0.0095319385,0.67008805,-0.44740373,0.022527058,0.4136544,-0.64019316,-0.5022374,0.101305366,0.70834476,0.1983584,0.84694165,-0.50019956,-0.896926,0.5998399,-0.3551927,0.56632495,0.84295094,0.659134,-1.1851343,0.5174029,-0.86988217,-1.3776443,-1.0008942,-0.70446277,0.7780102,1.1313165,-0.4503865,-0.9595446,0.24681413,0.25835747,-0.78288174,-0.54339725,0.2554321,1.4192723,-0.70024717,1.2490171,-1.0352879,-0.44913608,0.59790033,-0.49528074,0.14526704,-1.0328821,-0.44040787,0.63314104,-1.6842766,0.80351996,0.12984155,-0.86667967,-0.3659729,0.24373528,1.7788818,0.38737404,0.7060963,-1.4250416,-0.010416109,0.29375982,0.638668,-2.3003688,0.0056774295,0.7623123,-0.11692689,1.5448627,-0.16805263,0.8638366,-0.88432086,2.3164792,-0.6600469,0.1960935
sujet08_neg,2.1902711,-0.39378738,-0.47161442,-0.88693845,-0.011112663,0.15108308,-0.65375006,-0.77936065,-0.44047147,-1.0513529,0.25737792,-0.58655924,-0.48301047,1.1744362,-0.28463438,0.9521636,0.08466847,0.8571229,-0.2592866,-1.073462,-0.13609391,-0.054246604,1.3402257,1.3607926,0.4882207,-1.0329953,0.48173907,0.013644216,-1.2426146,-0.45645002,-0.8564921,0.8877753,0.4893264,0.6787069,-0.6862548,-0.26638454,0.4973031,-0.22787698,-0.7904531,0.37200323,1.3045968,0.10789053,0.18559147,-0.30026183,-1.2511362,1.6880516,-1.8527423,-0.07939425,-1.0844916,-0.54514176,-1.1360667,-1.6393065,-0.12474237,0.5026072,-0.66783136,-0.3262202,-0.86529946,1.5145885,0.28508323,1.2244836,-0.5897381,-0.8431195,0.25022995,1.0867689,-1.5727416,-0.20369089,-0.020742,0.49946567,1.1049105,0.09494689,-0.057165265,-0.30980816,1.1696914,-1.267278,0.61987555
sujet08_pos,2.2606936,-0.031425007,0.18277945,0.57225865,-0.47080806,-0.4272343,-1.4230386,0.17822883,-0.1713756,-0.8640961,1.5100456,-0.23489287,-0.45055538,-0.59759265,0.36466512,0.8948098,-0.64640087,1.2278302,-0.38224748,-0.04430479,-1.1945232,0.26863766,0.04323173,0.8076632,1.1037595,-1.3517895,0.6319869,0.028771726,-1.1436528,-0.024249941,0.0020944616,0.98358107,0.9076362,0.71343166,-0.7788194,0.32366085,0.5306639,-0.92341906,-1.2109134,0.5235197,1.8538761,-0.84464383,1.3711201,-0.6406976,-1.1887004,1.683481,-1.7881678,0.29330778,-1.5340914,0.08479524,0.537903,-1.7085242,0.6962965,0.41429284,-0.9024757,-0.18709755,-0.67784995,0.9853107,-0.80589074,0.77239054,-1.1461099,-0.49222028,0.3607472,1.0293423,-1.0359026,-0.38730577,0.2165975,0.4676215,0.6010767,1.6170424,0.52936625,-0.97615796,0.77734005,-0.30259627,0.9911257
sujet09_pos,2.3625007,-0.63732076,-0.1680008,-1.1077576,0.29674414,-0.9908331,-0.1269659,-0.07006738,0.2370314,-0.89468664,0.23525581,-0.25072104,-0.31869465,0.7697765,-0.6552621,1.341801,0.33024967,-0.084325396,-0.32354638,-0.9522493,-0.41461974,-0.42164356,1.2867184,0.26972932,1.4433198,-0.31576666,0.17942604,-0.15283063,-0.9181141,-0.27900675,-0.68372947,1.0848686,0.377845,0.6934602,-1.8031251,0.018207718,-0.16016684,-0.5378309,-0.8800877,0.5806112,1.6594673,-0.47247487,0.4574321,-0.7130568,-0.9878969,1.6865671,-2.9156327,-0.10778329,-0.8581454,-0.9567136,0.42195892,-1.3529367,0.51313347,0.70853585,-1.1519977,-0.4457363,-0.41457182,1.1874368,-0.018235724,0.85475963,-0.9758196,-0.7608159,0.1891507,1.3717778,-1.6354294,-0.6716487,-0.5100747,0.43417647,1.4253027,1.1117188,0.21878988,0.0022284314,1.0564699,-1.1583244,0.8654184
sujet10_neg,2.1408408,-0.09975188,0.22294894,0.34009153,0.018645134,-0.9232184,-0.35042632,-0.66858935,0.30132452,-0.5184708,0.46924263,-0.34606785,-0.079876564,0.18322563,-0.1377413,1.265293,0.12598222,0.68116397,-0.55522275,-1.1661022,-0.2559748,0.58278644,0.74005854,1.6124198,0.008030862,-1.7287109,-0.43316072,0.0829989,-1.4647446,-0.7622075,-0.45885286,0.655371,0.9570396,-0.37566322,-0.467796,-0.6777656,0.5337369,-1.0541836,-0.11079074,0.51046395,-0.102136806,-0.22975452,0.98331845,-0.1556082,-1.2023673,0.96462095,-1.4594628,0.25958174,-1.3082094,-0.91336864,-0.2517626,-2.1182227,-0.17616951,0.0878482,-0.25368243,-0.056778472,-0.5515249,1.3749527,0.2205355,1.5531828,-0.4530534,-1.2702345,0.028823508,1.0866634,-1.0869373,-0.22293651,-0.3820112,0.87416095,0.90930474,0.97720635,0.86010617,0.08583965,0.6843205,-0.3362749,0.39152104
sujet10_pos,2.5999532,0.2455622,-0.17217574,-0.05980488,-0.12315488,-1.1006166,-0.53257424,-1.0156664,-0.25935286,-1.0487473,0.515838,-0.4221805,-0.018727146,0.688024,-0.2622415,1.4920639,0.117302954,1.1222516,-0.7843035,-0.9926735,-0.5248758,-0.24708582,1.2231939,0.6471446,0.7072702,-0.37814793,0.9215017,-0.19523129,-0.91536766,-0.7249586,-0.49180597,0.40197864,1.5469685,0.87133,-0.6591085,-0.23137179,0.0480522,-0.64885974,-1.3548013,0.38583684,1.3839872,-0.7991625,0.6179857,-0.61795104,-1.2546043,1.167353,-1.7664714,0.40327764,-1.8052768,-0.75333494,0.30012298,-1.550855,0.6231732,0.46188438,-0.61106205,0.64368117,-0.20110382,1.6847467,-0.2716946,1.2767947,-0.6836459,-0.8198194,0.32885894,0.5613078,-0.6532107,-0.26746014,-0.7029256,-0.13116261,0.82477486,0.53539276,0.28584328,0.39577648,1.2068303,-0.359489,-0.39555684
sujet11_pos,1.4461961,0.13451879,0.23619738,-0.14092156,0.0050149383,-0.5454009,0.08293916,0.45194483,-0.30126077,-0.87131387,0.2911805,-0.17420755,0.033053387,0.20652412,0.033376846,1.2112603,0.14336988,1.3283218,-0.3522875,-0.63617754,-0.20309496,-0.29777375,0.08581425,0.6276825,0.97267675,-1.231154,0.53260624,-0.55817026,-0.8789102,-0.07992899,-0.6294313,0.65090203,0.19788697,-0.033544917,-1.550946,0.20003124,0.17956467,-0.0683046,-0.9221425,0.91324836,-0.08231137,-0.78285396,1.3191541,0.82950723,-2.179349,0.6782269,-2.439045,0.049322955,-1.3223513,-0.39032844,-0.2750321,-0.77862054,0.6180826,0.30947837,-0.2092618,-0.41334176,-1.2541933,1.0379573,-0.21246651,1.2894228,-0.30904192,-1.2372347,-0.085918926,1.0589784,-1.3550446,-0.14362416,-0.20294513,0.73657775,1.6565552,0.809802,-0.8521924,0.16690981,1.7918309,-0.88707954,0.2086109
sujet12_neg,2.5586064,-0.8124014,-0.52164596,-0.73271567,-0.289717,-0.34271446,-0.4488981,-1.1319022,0.07822876,-0.323196,0.23035717,-0.24544737,-0.108594686,0.6185833,-0.68598413,1.3204625,0.19481859,0.33548814,-0.3500233,-0.8087162,-0.16477591,0.44233087,0.28539935,1.3560036,0.27341217,-1.4113258,0.6285128,0.26454327,-1.2604464,-0.66206646,-0.5115777,0.73459005,1.0435305,0.69414544,-0.8925279,0.3333391,0.93591696,-0.32424405,-0.8752775,0.5532855,1.4714401,-0.5919707,1.0093287,0.13983154,-1.6950724,2.0778894,-1.554006,0.42203185,-1.3433647,-1.6627704,0.13117044,-1.5778191,0.094822176,0.27148607,-0.42600104,-0.392051,-0.39581203,1.1908547,0.76923263,1.4450835,-0.6943554,-0.6973228,0.2006408,0.05617189,-0.8065872,-0.58981776,-0.11123039,-0.1243546,1.8198937,0.5433125,0.120310575,-0.7716573,0.58845264,-0.0002981336,0.71686715
sujet13_neg,1.9788247,0.08549045,-0.15963033,-0.5029213,-0.11040369,-0.9948511,-0.73236305,0.57838213,0.026840804,0.117895335,-0.25487953,0.16057071,-0.4549911,0.13144477,-0.29642615,0.8684511,0.2603571,0.93091863,-0.022487134,-1.3109251,0.1335007,0.2872219,0.27587733,1.2636513,1.22824,-0.9509601,0.37035373,-0.6611157,-0.13563691,-1.0614777,-0.6809565,1.0280766,0.85567147,0.4754445,-1.0273252,-0.16019534,0.82633126,-0.15252705,-0.27336752,0.15846877,0.76092696,0.20615484,0.56188715,-0.6441549,-0.7639559,1.1580442,-1.4968992,-0.06467023,-1.1580656,-0.21431318,-0.37691885,-1.1339146,1.017464,0.6237507,0.40735966,0.04213252,-0.8205972,0.70397264,0.55678767,1.3340348,-0.6041865,0.22186868,0.60224205,1.3048323,-1.2212142,-0.48878926,0.11937526,-0.08041014,0.6664994,0.601779,0.19194841,-0.47510216,0.6528997,-0.9553439,0.9355221
sujet13_pos,2.226103,-0.1936843,-0.02858442,-0.0774756,-0.46682522,-1.0372508,-0.39795265,0.2857859,-0.19217569,-1.0892936,0.39217937,-0.0030561085,-0.42319292,0.04949426,-0.33402914,0.41549933,0.16054654,1.8041902,-0.2994413,-1.554336,-0.37408277,-0.18695103,0.94849926,0.5679096,0.49254537,-1.8502307,0.6242234,-0.7569191,-1.1519055,-1.1553533,-0.81585693,1.0933881,0.28432795,0.78567696,-1.4943202,0.07556501,-0.079646714,-0.3413232,-0.25744277,-0.853337,0.16037872,0.022769017,0.61684924,-0.95573926,-0.7158118,0.5911904,-1.2842991,-0.19252643,-0.4008022,0.5100974,0.3422001,-1.7558067,0.56018925,0.5497159,0.25343695,-0.45079282,-0.30794412,1.214468,-0.3709112,0.9419403,-0.62295485,-0.12134605,0.25303292,1.1601793,-1.2352146,-0.27296603,0.47024402,0.41449165,0.74423516,0.7425812,-0.54341865,-0.745372,1.1828448,-1.007035,0.3149108
